PMID,sentence,gene 
33024658,Abbreviations: ALK anaplastic lymphoma kinase gene; AR androgen receptor; ATP adenosine triphosphate; AXL AXL Receptor Tyrosine Kinase; BMs bonemetastases; BME bone microenvironment; BMPs bone morphogenetic proteins; BPs Bisphosphonates; BTAs Bone-targeting agents; CaSR calcium calcium-sensingreceptor; CCL20 chemokine C-C motif ligand 20; ccRCC clear-cell RCC; CI confidence interval; CRPC Castration Resistant Prostate Cancer; CSC cancer stem cells;CTC circulating tumor cells; EMA European Medicines Agency; EMT epithelial-to-mesenchymal transition; FDA US Food and Drug Administration; FLT-3 FMS-liketyrosine kinase 3; GEJ Gastroesophageal Junction; HCC Hepatocellular Carcinoma; HGF hepatocyte growth factor; HIF hypoxia-inducible factors; HR hazard ratio;IGF insulin-like growth factor; IGF2BP3 insulin mRNA Binding Protein-3; IL interleukin; IRC independent review committees; KIT tyrosine-protein kinase KIT;mAb monoclonal antibodies; M-CSF macrophage colony-stimulating factor; MET MET proto-oncogene receptor tyrosine kinase; NSCLC non-small cell lung car-cinoma; ORR overall response rate; OS overall survival; pRCC papillary renal cell carcinoma; PDGF platelet-derived growth factor; PFS progression free survival;PTHrP parathyroid hormone-related peptide; RANKL receptor activator of nuclear factor-κB ligand; RCC renal cell carcinoma; RET rearranged during transfectionproto-oncogene; ROS proto-oncogene tyrosine-protein kinase ROS; RTK receptor tyrosine kinase; SCLC Squamous Cell Lung Cancer; SREs skeletal-related events;SSE symptomatic skeletal events; TGF-β transforming growth factor-β; TIE-2 Tyrosine-Protein Kinase Receptor TIE-2; TKI tyrosine kinase inhibitor; TRKB Tropomyosin receptor kinase B; VEGFR vascular endothelial growth factor receptor; VHL Hippel-Lindau tumor suppressor gene; ZA zoledronic acid,"['AXL', 'VEGFR']"
33024658,The tyrosine kinase inhibitor TKI cabozantinib – a multi-kinase c-Met vascular endothelial growth factor 2 VEGFR2  and AXL receptortyrosine kinase AXL inhibitor – has shown activity in prostate cancercells in vitro and in RCC models in vivo [28 29],['AXL']
33024658,Phosphorylation events induce downstream signal transduc-tion via mitogen-activated protein kinase MAPK cascade phosphoi-nositide 3-kinase PI3K -protein kinase B AKT axis signal transducerand activator of transcription proteins STATs  and nuclear factorkappa-light-chain-enhancer of activated B cells NFκB [34],['AKT']
33024658,Accordingly c-Met aberrant expression is observed in several tumortypes being implicated in tumor progression metastases development and resistance to anti-epidermal growth factor receptor EGFR  RAS-RAF-MEK mammalian target of rapamycin mTOR  and vascular en-dothelial growth factor receptor VEGFR therapies [35],['VEGFR']
33024658,AKT serine threonine-protein kinase AXL AXL receptor tyrosine kinase BAD BCL2 associated agonist of cell death ERK ex- tracellular signal-regulated kinase MEK mitogen-activated protein kinase ki- nase mTOR mammalian target of rapamycin NF-κB nuclear factor kappa B p38 p38 mitogen-activated protein kinase PI3K phosphoinositide 3-kinase RAS rat sarcoma virus homolog RAF RAF serine threonine-protein kinase SRC proto-oncogene tyrosine-protein kinase STAT signal transducer and activator of transcription VEGF vascular endothelial growth factor VEGFR vascular endothelial growth factor receptor,"['P38', 'SRC', 'VEGF', 'MTOR', 'AKT', 'BAD', 'AXL', 'VEGFR', 'PI3K', 'ERK', 'MEK']"
33024658,Loss of VHLactivity results in HIF accumulation leading to excessive VEGF orplatelet-derived growth factor PDGF secretion and resulting in in-creased ability of tumor cells to metastasize [50 51],['VEGF']
33024658,HGF may alsoregulate VEGF expression and promote angiogenesis via c-Met activa-tion [52],['VEGF']
33024658,Given the relevance of angiogenesis and the VEGFR pathway inRCC some anti-angiogenic molecules became standard-of-care in RCCtreatment such as sunitinib pazopanib and bevacizumab [56],['VEGFR']
33024658,Astudy using xenograft mouse models showed that inhibition of AXL andMET activity may overcome induced resistance to sunitinib in meta-static RCC [59],['AXL']
33024658,Based on this data it has been proposed that a com-bination strategy targeting VEGF and HGF c-Met could have significantsurvival impact and anti-tumor efficacy [60],['VEGF']
33024658,CabozantinibOral multi-target c-MET VEGFR-1 -2 and -3 RET AXL KIT TRKB FLT-3 and TIE-2 TKINCT00704730-EXAMNCT03141177-CheckMate 9ERNCT03729245NCT03793166-PDIGREE trialNCT01522443-COMET-2 trialNCT03375320NCT03937219-COSMIC 313NCT03755791-COSMIC 312NCT01865747-METEORNCT01605227-COMET-1NCT01908426-CELESTIALNCT03690388,['AXL']
33024658,ALK anaplastic lymphoma kinase gene; ATP adenosine triphosphate; AXL tyrosine-protein kinase AXL; CRPC castration-resistant prostate cancer; FLT-3 FMS-liketyrosine kinase 3; GEJ gastroesophageal junction; HCC hepatocellular carcinoma; HGF hepatocyte growth factor; KIT tyrosine-protein kinase KIT; mAb monoclonalantibody; MET MET proto-oncogene receptor tyrosine kinase; NSCLC non-small cell lung cancer; pRCC papillary renal cell carcinoma; RCC renal cell carcinoma;RET rearranged-during-transfection proto-oncogene; ROS proto-oncogene tyrosine-protein kinase ROS; SCLC Squamous Cell Lung Cancer; TIE-2 Tyrosine-ProteinKinase Receptor TIE-2; TKI tyrosine kinase inhibitor; TRKB Tropomyosin receptor kinase B; VEGFR vascular endothelial growth factor receptor,"['AXL', 'VEGFR']"
33024658,Itwould be interesting to study if cabozantinib efficacy is HGF c-Metspecific or also depends on VEGF pathway inhibition,['VEGF']
33024658,The c-Met VEGF TKI TAS 115 showed activity in bone by supressingosteoclastogenesis and bone resorption in mouse xenograft models[70 74],['VEGF']
33024658,Multi-targetagents ascabo-zantinib also targeting VEGFR showed a high incidence of hyperten-sion [29 72 73],['VEGFR']
33024658,"Various mechanisms and biomarkers have been studied in thecontext of BMs development in RCC such as TGF-β TGF-α EFGRpathway, insulin mRNA binding protein-3 IGF2BP3  cadherin-11 PTHrP calcium calcium-sensing receptor CaSR  AKT Integrin-α5signalling, microRNAs and HGF c-Met [27 64 81–89]",['AKT']
33024658,In a sub-analysis of the METEOR trial comparing cabozantinib witheverolimus after previous VEGFR therapy a significant PFS 7,['VEGFR']
33024658,Three large clinical trials investigated whether there was asubset of patients that could benefit more from adjuvant treatment withthese agents showing contradictory results with VEGFR TKIs [96–98],['VEGFR']
33024658,AXL AXL receptor tyrosine kinase BMPs bone morphogenetic proteins IGF insulin-like growth factor PTHrP parathyroid hormone-related peptide RCC renal cell carcinoma CSCs cancer stem cells IL-11 interleukin 11 CCL20 chemokine c-c motif ligand 20 TGF- β transforming growth factor-β TNF tumor necrosis factor VEGFR vascular endothelial growth factor receptor,"['AXL', 'VEGFR']"
33024658,However sub-analyses of phase III trials in RCC suggest anadditional benefit of HGF c-Met pathway blockage in patients withBMs as well as a role in overcoming VEGFR TKI resistance,['VEGFR']
33024658,Targeting MET and AXL overcomes resistance tosunitinib therapy in renal cell carcinoma Oncogene 35 2016 2687–2697,['AXL']
33024658,Targeting MET and AXL overcomes resistance tosunitinib therapy in renal cell carcinoma Oncogene 35 21 2016 2687–2697,['AXL']
33024658,Bone metastasis in renal cell carcinoma ispreprogrammed in the primary tumor and caused by AKT and integrin alpha5signaling J,['AKT']
33061844,Neurofibromin 1 NF1 mutations cause an autoso-mal dominant genetic susceptibility syndrome known as neurofibromatosis type 1 [6],['NF1']
33061844,Furthermore genomic data from the cBioPortal for Cancer Genomics datasets indicate that somatic NF1 mutations can be detected in a variety of malignancies including non-small-cell lung cancer NSCLC  ovarian cancer breast cancer liver cancer and esophagogastric cancer,['NF1']
33061844,The alterations and frequencies of NF1 in malignancies are shown in Fig,['NF1']
33061844,According to previous studies NF1 mutations have been detected in patients with primary and acquired resist-ance to tyrosine kinase inhibitors TKIs [7 8],['NF1']
33061844,In this case we conclude the latest advancement in targeted therapy of malignant tumors with NF 1 mutations and further clarify the role of NF1 mutations in the treatment of malignancies to establish the viability of the treatment targeting NF1 mutations,['NF1']
33061844,NF1 gene and neurofibromin,['NF1']
33061844,The NF1 gene was initially discovered as a tumor sup-pressor in the early 1990s [9–12],['NF1']
33061844,The types of NF1 mutations are diverse including missense nonsense 27,['NF1']
33061844,Neurofibromin encoded by the NF1 gene is a large multi-domain 2818 amino acid protein with a molecular weight of approximately 220 kDa [14],['NF1']
33061844,The NF1 gene contains 60 exons and produces multiple alterna-tive splicing isoforms [15],['NF1']
33061844,1 The types and frequencies of NF1 alterations in different malignancies data cited from cBioPortal for Cancer Genomics,['NF1']
33061844,Several mechanisms have been con-firmed to be associated with the downregulation or even the loss of neurofibromin expression in tumors such as mutations of the NF1 gene ubiquitin-mediated protea-somal degradation of neurofibromin [17] and promoter methylation or miRNA-mediated degradation which inactivates the transcription of the NF1 gene [18 19],['NF1']
33061844,The biological function of the NF1 gene,['NF1']
33061844,Under physiological conditions neurofi-bromin encoded by the NF1 gene stimulates the GTPase activity of Ras to convert it from an active GTP-bound form to its inactive GDP-bound form through GRD [20],['NF1']
33061844,The functional loss of neurofibromin caused by NF1 mutations will lead to sustained activation of intracellular RAS-GTP and prolonged activation of the RAS RAF MAPK signal-ing pathway which eventually results in increased cellu-lar proliferation and even uncontrollable tumor growth,['NF1']
33061844,In addition to the loss of the function of the shutdown signal NF1 mutations increase the number of possible subsequent mutations which can further upregulate Ras signaling [22],['NF1']
33061844,The relationship between NF1 and other,['NF1']
33061844,They identified NF1 as one of the oncogenes involved in mTOR activation [25],['NF1']
33061844,found that mTORC1 was the key PI3K pathway compo-nent in malignancies of NF1 mutations while mTORC2 was dispensable [27],['NF1']
33061844,In addition to Ras and mTORC1 NF1 is associated with various protein molecules such as focal adhesion kinase FAK and valosin-containing protein VCP,['NF1']
33061844,reveals NF1 has rela-tionship with integrin FAK signaling in synapse growth modulation,['NF1']
33061844,Genetic and protein–protein interaction between NF1 and FAK suggested that NF1 functions downstream of and forms a protein complex with FAK that mediates NF1 signaling activity and synaptic locali-zation [28],['NF1']
33061844,These studies suggested neurofibro-min encoded by the NF1 gene has been shown to regu-late synaptogenesis,['NF1']
33061844,In this review we mainly discuss the relationship between NF1 and cancer therapeutic resist-ance especially resistance to TKIs; therefore the rela-tionship between NF1 and other protein molecules will not be restated,['NF1']
33061844,The role of NF1 in anticancer therapiesRelationship,['NF1']
33061844,between NF1 mutations and radiotherapyStudies have shown that radiotherapy increased the inci-dence of second malignant neoplasms SMNs in patients with NF1 mutations [30–32],['NF1']
33061844,found that both irradiated wild-type and NF1 mutated mice developed multiple malignancies in a dose-dependent manner in the irradiation field,['NF1']
33061844,They then further analyzed clinical SMN samples and confirmed that among patients with radiation-induced breast cancer the loss of constitutional heterozygosity LOH of NF1 was identified in unrelated individuals without neurofibromatosis type 1 [31],['NF1']
33061844,The mechanism by which NF1 mutations promote radiation-induced,['NF1']
33061844,Table 1 The mechanisms of therapeutic resistance induced by NF1 mutations,['NF1']
33061844,Alteration induced by NF1 mutationsDownstream factorsRelated therapeutic resistanceReferences,['NF1']
33061844,Several studies speculated that it might be related to the hyperactivity of the Ras signaling pathway and the loss of tumor protein p53 TP53 adjacent to NF1 on the chromosome [31 32] but the specific mechanism needs further research,['NF1']
33061844,The role of NF1 in resistance to chemotherapy and endocrine therapy,['NF1']
